ID_Cliente,Quantidade,Data,Frete,Desconto,Total_do_Pedido
12429348490.0,3,2022-08-04,0.0,20.0,127.0
14445324396.0,3,2022-06-30,0.0,119.0,357.0
12464139587.0,3,2022-10-18,0.0,119.0,357.0
15337434117.0,3,2021-11-24,0.0,119.0,476.0
15878473217.0,3,2022-09-20,0.0,83.3,749.7
15607003488.0,3,2022-12-27,0.0,0.0,357.0
15743099936.0,3,2022-05-18,0.0,142.8,571.2
15836096455.0,3,2022-08-11,0.0,20.0,484.0
15945413764.0,3,2022-11-22,0.0,135.6,542.4
15945413764.0,3,2022-11-22,0.0,135.6,542.4
15123487202.0,3,2021-11-02,0.0,71.4,285.6
12788493590.0,3,2022-08-30,0.0,487.0,1400.0
15684755357.0,3,2022-09-13,0.0,66.0,423.0
15872683250.0,3,2022-09-14,0.0,64.0,321.0
15616445267.0,3,2022-09-01,0.0,119.0,714.0
15609157863.0,3,2021-12-29,0.0,0.0,595.0
15904758608.0,3,2022-10-14,0.0,49.52,216.48
14065341329.0,3,2022-11-19,0.0,142.8,571.2
15686910586.0,3,2022-03-21,0.0,60.0,535.0
15905237555.0,3,2022-10-15,0.0,119.0,357.0
15787332146.0,3,2022-06-30,0.0,119.0,357.0
15053284221.0,3,2021-10-25,0.0,65.4,261.6
15983540734.0,3,2022-12-22,0.0,107.1,963.9
15984353908.0,3,2022-12-28,0.0,85.68,628.32
15533144342.0,3,2021-12-10,0.0,72.0,285.0
15903817664.0,3,2022-10-13,0.0,0.0,381.0
15600552768.0,2,2022-05-04,0.0,0.0,595.0
15822844306.0,2,2022-11-19,0.0,71.4,285.6
14956158137.0,2,2021-10-15,0.0,32.7,294.3
13813140283.0,2,2022-08-05,0.0,0.01,668.99
15822844306.0,2,2022-10-18,0.0,119.0,357.0
15602735269.0,2,2022-04-22,0.0,0.0,357.0
15822844306.0,2,2022-10-18,0.0,119.0,357.0
15904487926.0,2,2022-10-14,0.0,0.0,238.0
15602583615.0,2,2022-03-03,0.0,82.0,394.0
14942085795.0,2,2021-10-13,10.0,0.0,228.0
15823696159.0,2,2022-08-02,0.0,18.0,220.0
15822844306.0,2,2022-10-18,0.0,0.0,476.0
15602583615.0,2,2022-06-27,0.0,238.0,476.0
15984401051.0,2,2022-12-23,0.0,47.6,428.4
14475747847.0,2,2021-09-06,0.0,109.0,327.0
15602583615.0,2,2022-06-27,0.0,238.0,476.0
15975768558.0,2,2022-12-15,9.9,0.0,247.9
15466275230.0,2,2022-07-13,0.0,150.0,207.0
15976709796.0,2,2022-12-16,0.0,0.0,476.0
15760406190.0,2,2022-12-21,0.0,89.25,505.75
15496409049.0,2,2021-12-07,0.0,56.0,420.0
15686910586.0,2,2022-03-30,0.0,30.0,327.0
14473891230.0,2,2021-09-06,5.0,54.5,168.5
15690756611.0,2,2022-03-25,0.0,119.0,238.0
15760406190.0,2,2022-12-22,0.0,89.25,505.75
15691047728.0,2,2022-03-26,0.0,0.0,357.0
15496409049.0,2,2021-12-07,0.0,56.0,420.0
15765164822.0,2,2022-06-09,41.88,0.0,279.88
15822844306.0,2,2022-10-18,0.0,0.0,476.0
15822844306.0,2,2022-08-09,0.0,30.0,327.0
15900888393.0,2,2022-10-11,9.9,0.0,263.9
15900888393.0,2,2022-10-11,9.9,0.0,263.9
15765601936.0,2,2022-12-31,0.0,0.0,238.0
15976826123.0,2,2022-12-16,0.0,28.56,209.44
15978498867.0,2,2022-12-18,0.0,69.2,622.8
12868160682.0,2,2022-12-01,0.0,0.0,357.0
15690425901.0,2,2022-05-25,0.0,41.0,197.0
15764300099.0,2,2022-12-19,0.0,0.0,238.0
15623726759.0,2,2022-01-16,0.0,41.0,197.0
15491578194.0,2,2022-03-04,0.0,30.0,208.0
15765434609.0,2,2022-09-22,0.0,50.0,664.0
14906421461.0,2,2022-12-12,9.9,0.0,296.9
14901350942.0,2,2022-01-18,0.0,119.0,357.0
15765115754.0,2,2022-06-09,0.01,0.0,238.01
15491578194.0,2,2021-12-07,0.0,0.0,238.0
12868160682.0,2,2021-08-10,0.0,52.0,275.0
12868160682.0,2,2021-07-09,0.0,43.0,175.0
15765636830.0,2,2022-06-11,0.0,30.0,327.0
15762013256.0,2,2022-09-19,0.0,38.0,200.0
15822844306.0,2,2022-08-01,0.0,0.0,238.0
15585666641.0,2,2022-09-30,0.0,38.0,200.0
15688424428.0,2,2022-10-15,0.0,119.0,357.0
15976709796.0,2,2022-12-16,0.0,0.0,476.0
15762013256.0,2,2022-08-06,0.0,38.0,200.0
15604607799.0,2,2021-12-21,0.0,71.4,523.6
15762013256.0,2,2022-12-29,0.0,0.0,476.0
14856948535.0,2,2021-10-05,0.0,0.0,327.0
15762013256.0,2,2022-12-29,0.0,0.0,476.0
13034350563.0,2,2021-10-26,0.0,152.6,610.4
13034350563.0,2,2021-10-26,0.0,152.6,610.4
15604607799.0,2,2021-12-21,0.0,71.4,523.6
15762013256.0,2,2022-12-29,0.0,237.0,1.0
15897104143.0,2,2022-11-21,0.0,142.8,571.2
14974815015.0,2,2022-06-15,0.0,0.0,357.0
15882608915.0,2,2022-09-24,0.0,46.0,891.0
13813140283.0,2,2021-09-06,0.0,109.0,327.0
15755759224.0,2,2022-05-31,0.0,0.0,714.0
15388066216.0,2,2021-12-16,0.0,0.0,1190.0
15755711667.0,2,2022-06-28,0.0,119.0,461.0
15388066216.0,2,2021-12-16,0.0,0.0,1190.0
15833873190.0,2,2022-08-16,0.0,0.0,238.0
15833873190.0,2,2022-08-09,0.0,0.0,238.0
15833857695.0,2,2022-10-24,22.69,0.0,617.69
15882254320.0,2,2022-09-23,0.0,0.0,238.0
15833857695.0,2,2022-10-24,22.69,0.0,617.69
15755759224.0,2,2022-05-31,0.0,0.0,714.0
15704314774.0,2,2022-04-08,0.0,0.0,357.0
15713400809.0,2,2022-11-03,185.78,0.0,899.78
15755759224.0,2,2022-05-31,0.0,0.0,714.0
15051408751.0,2,2022-08-16,0.0,127.0,246.0
15756738337.0,2,2022-07-13,10.0,248.0,0.0
15579455493.0,2,2022-12-29,0.0,0.0,238.0
15579501236.0,2,2021-12-14,0.0,0.0,357.0
12429171179.0,2,2022-12-22,0.0,0.0,238.0
15888844695.0,2,2022-09-30,0.0,30.0,565.0
15888844695.0,2,2022-12-29,0.0,0.0,357.0
15580793532.0,2,2022-11-11,0.0,20.0,345.0
15749060738.0,2,2022-05-24,0.0,0.0,446.0
15713400809.0,2,2022-11-03,185.78,0.0,899.78
15507014948.0,2,2021-12-14,0.0,129.96,703.04
15754585358.0,2,2022-05-30,0.01,0.0,238.01
15836998075.0,2,2022-12-19,0.0,17.64,129.36
15709653000.0,2,2022-07-29,0.0,0.0,357.0
15882759354.0,2,2022-10-01,0.0,0.0,357.0
15882759354.0,2,2022-10-15,0.0,119.0,357.0
15709774559.0,2,2022-10-05,0.0,0.0,1839.0
15836717927.0,2,2022-08-12,0.0,59.5,535.5
15074916120.0,2,2021-10-27,0.0,71.4,285.6
15706960458.0,2,2022-04-11,0.0,41.0,197.0
15754464067.0,2,2022-05-30,0.0,35.7,321.3
15706297745.0,2,2022-05-30,0.01,0.0,238.01
15837724518.0,2,2022-10-21,0.0,119.0,357.0
15835465652.0,2,2022-12-30,0.0,50.0,188.0
15885668348.0,2,2022-12-19,0.0,0.0,238.0
15064884157.0,2,2021-10-26,0.0,65.4,261.6
15521747463.0,2,2022-04-06,0.0,82.0,394.0
15705132065.0,2,2022-04-09,0.0,0.0,238.0
15755711667.0,2,2022-06-28,0.0,119.0,461.0
15416302462.0,2,2021-11-30,0.0,57.12,418.88
15416302462.0,2,2021-11-30,0.0,57.12,418.88
15837724518.0,2,2022-10-21,0.0,119.0,357.0
15982615228.0,2,2022-12-21,0.0,0.0,238.0
15096333655.0,2,2021-10-29,0.0,87.2,348.8
15757932959.0,2,2022-09-01,0.0,0.0,238.0
15759019219.0,2,2022-06-07,0.0,128.52,942.48
15758948769.0,2,2022-06-28,0.0,119.0,357.0
15758948769.0,2,2022-08-07,0.0,41.0,197.0
15758948769.0,2,2022-09-09,0.0,38.0,200.0
15758948769.0,2,2022-11-09,0.0,38.0,200.0
15984353908.0,2,2022-12-28,0.0,85.68,628.32
15388066216.0,2,2021-12-16,0.0,0.0,1190.0
15388066216.0,2,2021-11-28,0.0,72.0,285.0
15533144342.0,2,2022-11-24,0.0,81.2,324.8
15692298038.0,2,2022-12-16,0.0,38.0,200.0
15759019219.0,2,2022-06-29,0.0,119.0,357.0
15696412509.0,2,2022-04-01,0.0,0.0,238.0
15759019219.0,2,2022-06-29,0.0,119.0,357.0
15282385495.0,2,2021-11-18,0.0,71.4,285.6
15016463488.0,2,2022-09-15,9.9,100.0,147.9
13416573024.0,2,2021-07-05,0.0,65.4,370.6
15759282562.0,2,2022-06-27,0.0,119.0,357.0
15981045115.0,2,2022-12-20,0.0,0.0,595.0
15981045115.0,2,2022-12-20,0.0,0.0,595.0
15824104297.0,2,2022-08-02,0.0,0.0,476.0
13813140283.0,2,2021-07-29,5.0,70.0,153.0
15981807306.0,2,2022-12-21,0.0,23.8,214.2
15694032200.0,2,2022-11-24,0.0,95.2,380.8
15758948769.0,2,2022-06-28,0.0,119.0,357.0
13376826281.0,2,2021-07-02,0.0,0.0,327.0
12268398905.0,2,2022-12-19,0.0,0.0,238.0
15827754819.0,2,2022-12-19,0.0,0.0,98.0
15696372244.0,2,2022-10-17,0.0,119.0,476.0
15696372244.0,2,2022-04-01,0.0,0.0,1071.0
15696372244.0,2,2022-04-01,0.0,0.0,1071.0
15982372389.0,2,2022-12-21,0.0,0.0,714.0
12383774078.0,2,2022-12-14,0.0,16.0,238.0
15695312404.0,2,2022-11-06,0.0,38.0,200.0
15507014948.0,2,2022-05-02,0.0,100.0,257.0
15826583320.0,2,2022-09-14,0.0,0.0,238.0
12378697829.0,2,2022-12-16,0.0,0.0,238.0
15695312404.0,2,2022-08-03,0.0,160.0,197.0
15982073312.0,2,2022-12-21,0.0,0.0,476.0
12268398905.0,2,2022-02-22,0.0,0.0,357.0
15758734096.0,2,2022-09-21,0.0,0.0,476.0
15590634920.0,2,2022-01-17,0.0,0.0,476.0
15758948769.0,2,2022-06-03,0.0,41.0,197.0
15758948769.0,2,2022-06-28,0.0,119.0,357.0
15758948769.0,2,2022-06-28,0.0,119.0,357.0
15984376202.0,2,2022-12-23,0.0,0.0,476.0
15301947336.0,2,2021-11-20,0.0,144.0,570.0
14853431297.0,2,2021-12-14,0.0,149.96,683.04
15947067706.0,2,2022-11-23,0.0,47.6,190.4
15660365272.0,2,2022-05-18,0.01,47.6,190.41
15803839002.0,2,2022-11-18,0.0,95.2,380.8
15660321553.0,2,2022-02-22,0.0,71.4,523.6
15917590487.0,2,2022-10-27,0.0,0.0,357.0
15784752193.0,2,2022-06-28,0.0,119.0,357.0
15784796838.0,2,2022-10-03,0.0,38.0,200.0
15784796838.0,2,2022-11-03,0.0,38.0,200.0
13813109955.0,2,2021-07-29,0.0,70.0,257.0
13813556310.0,2,2021-07-29,5.0,70.0,153.0
15947067706.0,2,2022-11-23,0.0,47.6,190.4
15947067706.0,2,2022-11-23,0.0,47.6,190.4
15945413764.0,2,2022-12-16,0.0,0.0,782.0
15801888670.0,2,2022-07-11,0.0,99.96,733.04
15801871853.0,2,2022-08-03,0.0,20.0,575.0
15606412869.0,2,2021-12-24,0.0,216.0,1450.0
15606412869.0,2,2021-12-24,0.0,216.0,1450.0
13816111407.0,2,2022-12-21,0.0,0.0,238.0
13817352141.0,2,2021-11-25,0.0,71.4,285.6
15785394441.0,2,2022-10-14,0.0,119.0,357.0
15606412869.0,2,2022-05-28,0.0,500.0,393.0
15945679181.0,2,2022-12-01,0.0,952.0,0.0
15945679181.0,2,2022-12-01,0.0,952.0,0.0
15660365272.0,2,2022-06-27,0.0,119.0,357.0
15916384368.0,2,2022-10-26,0.0,38.0,200.0
13807763380.0,2,2021-07-29,5.0,70.0,153.0
15948008494.0,2,2022-11-24,0.0,95.2,380.8
15784163105.0,2,2022-06-27,0.0,119.0,357.0
15784163105.0,2,2022-06-27,0.0,119.0,357.0
14470402150.0,2,2021-09-06,0.0,109.0,327.0
14469948851.0,2,2022-11-20,0.0,95.2,380.8
15805686294.0,2,2022-12-13,0.0,89.25,505.75
13735850007.0,2,2021-07-24,0.0,0.0,872.0
13735850007.0,2,2021-07-24,0.0,0.0,872.0
13735850007.0,2,2021-07-24,0.0,0.0,872.0
13735850007.0,2,2021-07-24,0.0,0.0,872.0
13735850007.0,2,2021-07-29,5.0,70.0,153.0
15805686294.0,2,2022-12-13,0.0,0.0,714.0
13804281365.0,2,2021-07-28,0.0,32.7,294.3
14469948851.0,2,2021-09-06,5.0,54.5,168.5
15948406666.0,2,2022-12-06,0.0,97.0,1.0
13806952518.0,2,2021-07-29,13.83,70.0,161.83
15606329684.0,2,2021-12-27,0.0,58.0,418.0
15784182619.0,2,2022-06-27,0.0,119.0,357.0
13806952518.0,2,2022-06-07,0.0,0.0,476.0
15914224973.0,2,2022-10-24,0.0,0.0,238.0
15948088434.0,2,2022-11-24,0.0,142.8,571.2
15606329684.0,2,2022-09-06,0.0,50.0,204.0
14463178401.0,2,2021-09-05,0.0,109.0,327.0
13855051820.0,2,2021-08-01,23.62,0.0,241.62
14470402150.0,2,2022-06-27,0.0,119.0,357.0
15614907087.0,2,2022-10-19,0.0,119.0,357.0
14359755845.0,2,2021-09-05,5.0,54.5,168.5
15787455011.0,2,2022-11-18,0.0,50.0,237.0
15942354189.0,2,2022-11-19,9.9,47.6,200.3
15787581217.0,2,2022-06-30,0.0,238.0,595.0
15791108097.0,2,2022-10-19,0.0,238.0,714.0
14358427801.0,2,2021-08-30,0.0,0.0,436.0
15624970396.0,2,2022-01-17,0.0,119.0,357.0
14358427801.0,2,2021-08-30,0.0,0.0,436.0
15934546164.0,2,2022-11-12,0.0,352.0,600.0
14340578104.0,2,2021-08-29,0.0,0.0,436.0
14125715629.0,2,2021-08-16,0.0,0.0,327.0
15794014969.0,2,2022-07-21,0.01,30.0,208.01
14179009521.0,2,2022-11-18,0.0,122.8,491.2
15616445267.0,2,2022-09-01,0.0,119.0,714.0
15790882578.0,2,2022-07-04,0.0,119.0,357.0
15941724752.0,2,2022-12-15,0.0,237.0,1.0
15790882578.0,2,2022-07-04,0.0,119.0,357.0
14214631426.0,2,2021-08-20,0.0,0.0,327.0
15941715736.0,2,2022-11-18,0.0,99.0,396.0
15620232944.0,2,2022-03-03,0.0,41.0,197.0
15620232944.0,2,2022-06-14,0.0,78.0,591.0
15941448749.0,2,2022-12-22,0.0,0.0,238.0
15942711867.0,2,2022-11-19,0.0,136.8,547.2
15930031908.0,2,2022-11-09,0.0,0.0,841.0
14374553313.0,2,2021-11-26,0.0,96.0,380.0
15791470276.0,2,2022-10-21,0.0,119.0,357.0
13884799018.0,2,2021-08-03,27.27,0.0,245.27
14457229181.0,2,2021-09-04,0.0,0.0,327.0
15786033673.0,2,2022-06-29,0.0,357.0,1071.0
15607003488.0,2,2021-12-26,0.0,57.12,418.88
15607003488.0,2,2021-12-26,0.0,57.12,418.88
15607003488.0,2,2022-04-13,0.0,0.0,476.0
15607003488.0,2,2022-04-13,0.0,0.0,476.0
15607003488.0,2,2022-04-13,0.0,0.0,476.0
15607003488.0,2,2022-04-13,0.0,0.0,476.0
15607312152.0,2,2021-12-27,0.0,0.0,238.0
15944613943.0,2,2022-11-21,0.0,0.0,595.0
15923567067.0,2,2022-12-23,0.0,0.0,238.0
15608184774.0,2,2021-12-28,0.0,0.0,238.0
15625619900.0,2,2022-01-18,5.0,59.5,183.5
15786712392.0,2,2022-08-01,0.01,30.0,208.01
14398433985.0,2,2022-10-20,0.0,119.0,357.0
14079488965.0,2,2021-08-13,0.0,0.0,545.0
14079488965.0,2,2022-03-10,0.0,0.0,833.0
14079488965.0,2,2022-03-10,0.0,0.0,833.0
15929831355.0,2,2022-11-09,0.0,0.0,357.0
15787455011.0,2,2022-06-30,0.0,119.0,357.0
14470402150.0,2,2022-06-27,0.0,119.0,357.0
14470402150.0,2,2022-06-27,0.0,119.0,357.0
14853431297.0,2,2021-11-25,0.0,71.4,285.6
12965823896.0,2,2021-06-08,0.0,0.0,218.0
14849351530.0,2,2022-03-30,0.0,119.0,119.0
12478497882.0,2,2022-11-25,0.0,187.4,765.6
15767510539.0,2,2022-06-11,0.0,58.0,522.0
15604394941.0,2,2022-08-27,0.0,60.3,542.7
15604394941.0,2,2022-08-27,0.0,60.3,542.7
15604397528.0,2,2021-12-21,0.0,43.0,195.0
15907238370.0,2,2022-10-17,0.0,119.0,357.0
15907254465.0,2,2022-12-22,0.0,0.0,238.0
15814314448.0,2,2022-07-23,0.0,47.6,428.4
15907945078.0,2,2022-10-18,0.0,119.0,357.0
15767600835.0,2,2022-06-11,0.0,0.0,494.0
13265389909.0,2,2021-12-14,0.0,57.12,418.88
15767876071.0,2,2022-11-25,0.0,95.2,380.8
14709306055.0,2,2021-09-23,0.0,0.0,327.0
15908610000.0,2,2022-10-18,0.0,119.0,357.0
15909404950.0,2,2022-10-19,0.0,119.0,357.0
15909567954.0,2,2022-10-19,0.0,119.0,357.0
15605268243.0,2,2021-12-22,0.0,71.4,523.6
15959540331.0,2,2022-12-02,0.0,0.0,476.0
15958488339.0,2,2022-12-02,0.0,59.5,535.5
15958488339.0,2,2022-12-02,0.0,59.5,535.5
15909731748.0,2,2022-10-19,0.0,238.0,833.0
12385092320.0,2,2022-11-25,0.0,351.0,720.0
15680448070.0,2,2022-07-05,0.0,119.0,357.0
15905317691.0,2,2022-10-15,0.0,119.0,614.0
15970538105.0,2,2022-12-12,0.0,0.0,699.0
12859857557.0,2,2021-10-26,0.0,65.4,261.6
15818529028.0,2,2022-07-27,0.01,0.0,238.01
15766844541.0,2,2022-12-24,0.0,0.0,238.0
13448842227.0,2,2021-07-07,0.0,0.0,327.0
14853431297.0,2,2021-10-05,0.0,65.4,588.6
14853431297.0,2,2021-10-05,0.0,65.4,588.6
15602735269.0,2,2022-12-17,0.0,0.0,314.0
15904714811.0,2,2022-10-14,0.0,119.0,357.0
15817110236.0,2,2022-09-22,0.0,50.0,188.0
15973827478.0,2,2022-12-14,0.0,0.0,595.0
15685483208.0,2,2022-03-23,0.0,30.0,208.0
15684866092.0,2,2022-07-04,0.0,119.0,357.0
15684866092.0,2,2022-07-04,0.0,119.0,357.0
15684755357.0,2,2022-12-19,0.0,119.0,357.0
14852845119.0,2,2021-10-05,0.0,32.7,294.3
14095577038.0,2,2021-11-25,0.0,95.2,380.8
15972692743.0,2,2022-12-13,0.0,116.52,854.48
15905001549.0,2,2022-10-15,0.0,119.0,357.0
15905001549.0,2,2022-10-15,0.0,119.0,357.0
15905001549.0,2,2022-10-17,0.0,119.0,357.0
15682359584.0,2,2022-04-18,0.0,20.0,218.0
13265389909.0,2,2021-09-15,0.0,0.0,436.0
15674635343.0,2,2022-11-23,0.0,95.2,429.8
13711322085.0,2,2021-07-22,0.0,0.0,327.0
13611623453.0,2,2022-09-20,0.0,250.0,1113.0
13611623453.0,2,2021-07-16,0.0,235.44,1072.56
14508214784.0,2,2022-05-03,0.0,41.0,197.0
14508214784.0,2,2022-04-02,0.0,41.0,197.0
15776455169.0,2,2022-06-20,31.8,0.0,269.8
14508214784.0,2,2021-12-14,0.0,85.68,628.32
15811273282.0,2,2022-09-12,0.0,30.0,208.0
14508214784.0,2,2021-12-14,0.0,85.68,628.32
13611623453.0,2,2022-06-29,0.0,119.0,357.0
14508214784.0,2,2021-11-07,0.0,95.2,380.8
13611623453.0,2,2022-09-20,0.0,250.0,1113.0
13611623453.0,2,2022-09-20,0.0,250.0,1113.0
15674635343.0,2,2022-06-27,0.0,119.0,357.0
13611623453.0,2,2022-10-21,0.0,38.0,200.0
14508214784.0,2,2021-09-08,0.0,0.0,327.0
13628393200.0,2,2021-07-19,0.0,0.0,436.0
15911894166.0,2,2022-10-21,0.0,119.0,357.0
15911894166.0,2,2022-11-05,0.0,0.0,476.0
13648298939.0,2,2022-09-10,0.0,33.0,800.0
15605994412.0,2,2021-12-23,0.0,101.4,493.6
15911936498.0,2,2022-10-21,0.0,119.0,357.0
13672176645.0,2,2021-07-20,0.0,43.6,392.4
15784162438.0,2,2022-06-27,0.0,166.6,1142.4
13611623453.0,2,2021-07-16,0.0,235.44,1072.56
13611623453.0,2,2021-07-16,0.0,235.44,1072.56
13598524065.0,2,2021-07-16,0.0,0.0,327.0
13595520667.0,2,2022-04-07,0.0,41.0,197.0
14665323658.0,2,2021-10-08,0.0,0.0,218.0
15957413234.0,2,2022-12-01,0.0,28.56,209.44
15910033115.0,2,2022-10-19,9.9,28.56,219.34
15956297036.0,2,2022-11-30,9.9,0.0,247.9
14659732491.0,2,2021-09-20,0.0,0.0,436.0
14659732491.0,2,2021-09-20,0.0,0.0,436.0
15910690207.0,2,2022-10-20,0.0,119.0,357.0
15812794297.0,2,2022-07-21,0.01,28.56,209.45
15910739284.0,2,2022-10-20,0.0,119.0,357.0
14090226219.0,2,2021-12-01,0.0,41.0,197.0
14090226219.0,2,2021-11-25,0.0,71.4,285.6
14633812540.0,2,2021-11-12,0.0,0.0,238.0
14633812540.0,2,2021-10-30,0.0,101.4,255.6
15605737360.0,2,2022-12-20,0.0,47.6,428.4
15671089387.0,2,2022-03-07,0.0,0.0,238.0
13427029269.0,2,2021-07-06,0.0,0.0,327.0
13589205799.0,2,2021-07-15,5.0,0.0,223.0
13589205799.0,2,2022-07-14,0.0,41.0,197.0
15950284845.0,2,2022-12-24,0.0,0.0,357.0
13595520667.0,2,2021-09-05,0.0,109.0,327.0
15911588045.0,2,2022-10-21,0.0,238.0,714.0
15680448070.0,2,2022-07-05,0.0,119.0,357.0
15904466088.0,2,2022-10-14,0.0,119.0,357.0
15737982431.0,2,2022-06-27,0.0,119.0,357.0
15366807868.0,2,2021-12-16,0.0,0.0,238.0
15357978702.0,2,2022-03-20,0.0,0.0,595.0
15737982431.0,2,2022-06-27,0.0,119.0,357.0
12455473977.0,2,2021-05-06,0.0,0.0,624.0
15326598238.0,2,2022-03-06,0.0,0.0,238.0
15357933527.0,2,2021-11-25,0.0,71.4,285.6
12429037473.0,2,2022-07-04,0.0,119.0,357.0
15878473217.0,2,2022-09-20,0.0,83.3,749.7
15737337749.0,2,2022-06-28,0.0,119.0,357.0
15878567533.0,2,2022-11-25,0.0,250.4,1001.6
15301219862.0,2,2021-11-20,0.0,119.0,476.0
15725715248.0,2,2022-07-20,0.0,0.0,1190.0
15736548553.0,2,2022-05-11,79.26,0.0,317.26
15845629126.0,2,2022-08-21,0.0,49.0,476.0
12429148020.0,2,2021-10-26,0.0,140.0,643.0
12429037473.0,2,2022-07-04,0.0,119.0,357.0
12429148020.0,2,2022-11-20,0.0,142.8,571.2
15873711088.0,2,2022-10-15,0.0,119.0,357.0
12532681256.0,2,2021-10-30,0.0,101.4,255.6
15731552192.0,2,2022-12-28,0.0,0.0,476.0
15847029674.0,2,2022-12-09,0.0,286.19,1260.81
12429148020.0,2,2021-08-11,0.0,0.0,545.0
15727468129.0,2,2022-05-04,0.0,24.0,214.0
15380636670.0,2,2021-11-27,0.0,72.0,285.0
12429148020.0,2,2021-08-11,0.0,0.0,545.0
