ID_Cliente,Data,Frete,Desconto,Quantidade,Compra_Prevista_ArvoreDecisao
15600399865.0,488,0.0,57.12,1,True
15903888277.0,110,0.0,0.0,1,True
15662353010.0,356,0.0,41.0,1,True
12429148020.0,342,0.0,26.0,1,True
12429148020.0,407,0.0,31.0,1,True
15745637988.0,263,0.0,0.0,1,True
15861671391.0,224,0.0,30.0,1,True
15622208596.0,201,0.0,0.0,1,True
12429037473.0,112,0.0,0.0,1,True
15982506099.0,118,9.9,28.7,1,True
14849351530.0,490,5.0,30.0,1,True
13651726832.0,637,5.0,0.0,1,True
12788493590.0,231,0.0,487.0,1,True
14065639392.0,579,20.96,30.0,1,True
15920733055.0,169,0.0,0.0,1,True
15765636830.0,311,0.0,30.0,2,True
15897083079.0,172,0.0,30.0,1,True
14936999401.0,552,0.0,0.0,1,True
15682548530.0,398,0.0,0.0,1,True
15984729318.0,115,0.0,11.9,1,True
15969444059.0,128,9.9,0.0,1,True
14853245762.0,265,0.0,26.0,1,True
15810536436.0,246,0.0,20.0,1,True
15736699982.0,291,0.0,119.0,1,True
15983911651.0,116,0.0,0.0,1,True
12429252548.0,111,0.0,0.0,1,True
15737982431.0,219,0.0,0.0,1,True
15622451497.0,295,0.0,119.0,1,True
15804922173.0,278,0.01,0.0,1,True
15758228046.0,162,0.0,0.0,1,True
15726917307.0,350,0.0,47.6,1,True
15882236924.0,138,0.0,475.0,1,True
15980982907.0,119,0.0,35.7,1,True
15274832661.0,220,0.0,0.0,1,True
15926190531.0,163,0.0,0.0,1,True
15880542989.0,179,0.0,119.0,1,True
15806602691.0,272,0.0,119.0,1,True
15815709980.0,257,0.0,30.0,1,True
15943435955.0,148,0.0,95.2,1,True
15850321923.0,236,0.0,35.7,1,True
12436130181.0,713,4.9,0.0,1,True
15252043050.0,294,0.0,119.0,1,True
14513067034.0,456,5.0,59.5,1,True
15822844306.0,252,0.0,30.0,2,True
14740334814.0,208,0.0,30.0,1,True
15986163384.0,113,0.0,0.0,2,True
15743714116.0,335,0.0,92.2,1,True
15713400809.0,166,0.0,0.0,1,True
15911932818.0,179,0.0,119.0,1,True
15622208596.0,110,0.0,0.0,1,True
15381380124.0,481,0.0,0.0,1,True
15737337749.0,182,0.0,119.0,1,True
15780805608.0,299,0.0,30.0,1,True
12429348490.0,293,0.0,41.0,1,True
14463187270.0,590,27.21,54.5,1,True
13274637714.0,476,0.0,30.0,1,True
15860800282.0,225,0.0,356.0,1,True
15947207892.0,146,0.0,134.52,1,True
15847029674.0,130,0.0,286.19,1,True
15660120959.0,208,0.0,0.0,1,True
12457229243.0,712,0.0,0.0,1,True
14759382308.0,559,5.0,0.0,1,True
15767475839.0,263,0.0,0.0,1,True
15605753561.0,481,5.0,0.0,1,True
15939868713.0,108,0.0,30.0,1,True
15936802650.0,137,0.0,0.0,1,True
14603996729.0,552,0.0,57.0,1,True
15836705587.0,249,0.0,0.01,1,True
14956158137.0,550,0.0,32.7,2,True
15930055272.0,160,0.0,71.4,1,True
15760747788.0,317,0.01,0.0,1,True
15469298317.0,467,0.0,41.0,1,True
15984080309.0,116,0.0,35.7,1,True
15241733984.0,294,32.43,0.0,1,True
15235630052.0,144,0.0,142.8,1,True
15239796017.0,112,0.0,0.0,1,True
15625211382.0,456,5.0,59.5,1,True
15298060363.0,155,0.0,0.0,1,True
12268398905.0,244,0.0,0.0,1,True
15605405254.0,260,0.0,238.0,1,True
15669525202.0,409,5.0,0.0,1,True
15659275753.0,111,0.0,29.75,1,True
13022322113.0,596,0.0,0.0,1,True
15738475991.0,288,0.0,119.0,1,True
15812832829.0,151,0.0,78.2,1,True
15964882701.0,132,0.0,30.0,1,True
15620049204.0,461,0.0,0.0,1,True
15804922173.0,278,0.01,0.0,1,True
14398433985.0,354,0.01,50.0,1,True
15800889909.0,281,0.01,0.0,1,True
15605271006.0,285,0.01,14.28,1,True
15947207892.0,146,0.0,118.0,1,True
15984151681.0,116,0.0,0.0,1,True
15764906411.0,314,0.0,41.0,1,True
15985828514.0,113,0.0,80.3,1,True
12446891003.0,343,0.0,247.0,1,True
15800889909.0,281,0.01,0.0,1,True
15983544017.0,117,0.0,0.0,1,True
15606406391.0,480,0.0,0.0,1,True
15791470276.0,288,0.0,119.0,1,True
12993474456.0,379,0.0,0.0,1,True
15979731747.0,120,0.0,23.8,1,True
15984876123.0,115,0.0,0.0,1,True
12429037473.0,403,0.0,31.0,1,True
15875373896.0,185,0.0,119.0,1,True
15710415303.0,368,0.0,0.0,1,True
15811183778.0,180,0.0,119.0,1,True
15985909110.0,113,0.0,0.0,1,True
15337275819.0,116,0.0,0.0,1,True
15924743694.0,126,0.0,30.0,1,True
14849351530.0,560,0.0,0.0,1,True
15590634920.0,489,0.0,71.4,1,True
12868213443.0,286,0.01,119.0,1,True
13813140283.0,482,0.0,41.0,1,True
12438381097.0,628,5.0,70.0,1,True
15857019832.0,109,0.0,118.0,1,True
15856503135.0,229,0.0,30.0,1,True
15930055272.0,160,0.0,71.4,1,True
15848760965.0,119,0.0,16.8,1,True
15823696159.0,168,0.0,0.0,1,True
15606395794.0,249,0.0,20.0,1,True
15785107019.0,294,0.0,119.0,1,True
15787581163.0,292,0.0,119.0,1,True
14648445869.0,143,0.0,0.0,1,True
13265942331.0,302,0.0,0.0,1,True
15787134372.0,292,0.0,119.0,1,True
15855447131.0,199,0.0,169.0,1,True
15736895227.0,341,26.0,30.0,1,True
15725715248.0,272,0.0,0.0,2,True
15984944794.0,109,0.0,0.0,1,True
15764906411.0,283,0.0,145.0,1,True
15984048774.0,116,0.0,28.56,1,True
15815561002.0,209,0.0,0.0,1,True
15381447014.0,491,0.0,50.0,1,True
15601867101.0,486,0.0,0.0,1,True
15704786728.0,295,0.0,119.0,1,True
15983469589.0,117,0.0,64.8,1,True
15904488877.0,186,0.0,119.0,1,True
15804447045.0,221,0.0,0.0,1,True
15767876071.0,311,21.82,0.0,1,True
15822844306.0,150,0.0,71.4,2,True
15730649819.0,347,0.0,0.0,1,True
14463193651.0,490,0.0,30.0,1,True
